;SYMBOL;MAP;chromosome_name
ENSG00000232233;LINC02043;3q27.3;3
ENSG00000243795;LINC02044;3q13.2;3
ENSG00000239454;LINC02047;3p13;3
ENSG00000228271;LINC02048;3q29;3
ENSG00000243593;LINC02049;3q13.33;3
ENSG00000242781;LINC02050;3p12.2;3
ENSG00000224406;LINC02052;3q27.3;3
ENSG00000241696;LINC02053;3q26.33;3
ENSG00000224153;LINC02054;3q27.1;3
ENSG00000254101;LINC02055;8q24.23;8
ENSG00000248371;LINC02056;5q13.2;5
ENSG00000249279;LINC02057;5q12.1;5
ENSG00000250156;LINC02060;5q14.3;5
ENSG00000248391;LINC02064;5p13.3;5
ENSG00000240567;LINC02067;3q26.1;3
ENSG00000223387;LINC02068;3q26.31;3
ENSG00000229433;LINC02069;3q27.1;3
ENSG00000241328;LINC02070;3p12.1;3
ENSG00000249383;LINC02071;17q21.33;17
ENSG00000267452;LINC02072;17q21.33;17
ENSG00000266357;LINC02074;17q25.1;17
ENSG00000249497;LINC02075;17q21.33;17
ENSG00000220161;LINC02076;17p11.2;17
ENSG00000267719;LINC02078;17q25.3;17
ENSG00000266013;LINC02079;17q12;17
ENSG00000267065;LINC02080;17q25.1-q25.2;17
ENSG00000242268;LINC02082;3q26.2;3
ENSG00000227685;LINC02088;17p11.2;17
ENSG00000226364;LINC02089;17q22;17
ENSG00000230969;LINC02090;17p11.2;17
ENSG00000234721;LINC02092;17q25.1;17
ENSG00000234634;LINC02093;17p12;17
ENSG00000238212;LINC02096;17p12;17
ENSG00000226101;LINC02097;17q24.3;17
ENSG00000272575;LINC02098;11q24.3;11
ENSG00000253490;LINC02099;8p12;8
ENSG00000248132;LINC02101;5q11.2;5
ENSG00000248677;LINC02102;5p15.31;5
ENSG00000249785;LINC02103;5p14.1;5
ENSG00000271334;LINC02104;5p13.1;5
ENSG00000250447;LINC02105;5q11.2;5
ENSG00000251573;LINC02106;5q11.1;5
ENSG00000250127;LINC02108;5q11.2;5
ENSG00000251518;LINC02110;5p13.2;5
ENSG00000250822;LINC02111;5p15.1;5
ENSG00000249781;LINC02112;5p15.31-p15.2;5
ENSG00000249521;LINC02114;5p15.32;5
ENSG00000248757;LINC02115;5q21.2;5
ENSG00000250417;LINC02116;5p15.33;5
ENSG00000248789;LINC02118;5q11.2;5
ENSG00000248461;LINC02119;5p13.2;5
ENSG00000248279;LINC02120;5p13.3;5
ENSG00000250529;LINC02121;5p15.32;5
ENSG00000250668;LINC02123;5p15.31;5
ENSG00000259947;LINC02124;16p13.3;16
ENSG00000250514;LINC02125;16q23.1;16
ENSG00000259847;LINC02126;16q21;16
ENSG00000260009;LINC02130;16p13.12;16
ENSG00000261154;LINC02131;16q23.1;16
ENSG00000268804;LINC02132;16q24.1;16
ENSG00000261231;LINC02133;16q12.1;16
ENSG00000268532;LINC02135;16q24.1;16
ENSG00000205015;LINC02138;16q24.3;16
ENSG00000278214;LINC02139;16q24.1;16
ENSG00000261803;LINC02140;16q12.2;16
ENSG00000261807;LINC02141;16q21;16
ENSG00000223597;LINC02142;5p15.31;5
ENSG00000250490;LINC02145;5p15.31;5
ENSG00000250427;LINC02148;5q23.1;5
ENSG00000248150;LINC02150;5p15.1;5
ENSG00000253199;LINC02153;8p21.3;8
ENSG00000235385;LINC02154;Xp22.2;X
ENSG00000254120;LINC02155;8q12.3;8
ENSG00000253417;LINC02159;5q34;5
ENSG00000251443;LINC02160;5p13.3;5
ENSG00000249830;LINC02162;5p15.33;5
ENSG00000261014;LINC02165;16q21;16
ENSG00000260259;LINC02166;16q24.3;16
ENSG00000261122;LINC02167;16p11.1;16
ENSG00000261703;LINC02168;16q12.1;16
ENSG00000250632;LINC02171;4p16.3;4
ENSG00000251632;LINC02172;4q28.3;4
ENSG00000249613;LINC02173;4q24;4
ENSG00000249297;LINC02174;4q34.1;4
ENSG00000262155;LINC02175;16p12.1;16
ENSG00000261617;LINC02177;16p13.2;16
ENSG00000261092;LINC02178;16q12.1;16
ENSG00000261623;LINC02179;16q12.1;16
ENSG00000261749;LINC02180;16q12.1;16
ENSG00000232190;LINC02181;16q24.2;16
ENSG00000260420;LINC02182;16q24.2;16
ENSG00000261856;LINC02186;16p13.12;16
ENSG00000261175;LINC02188;16q24.1;16
ENSG00000260026;LINC02189;16q24.1;16
ENSG00000261325;LINC02192;16q12.1;16
ENSG00000260264;LINC02194;16p12.1;16
ENSG00000236481;LINC02195;16p12.1;16
ENSG00000250358;LINC02200;5q22.2;5
ENSG00000251538;LINC02201;5q23.2;5
ENSG00000245812;LINC02202;5q33.3;5
ENSG00000280709;LINC02203;15q11.2;15
ENSG00000284988;ENSG00000284988;15q11.2;15
ENSG00000280639;LINC02204;15q23;15
ENSG00000259473;LINC02205;15q23;15
ENSG00000259289;LINC02206;15q22.32;15
ENSG00000258476;LINC02207;15q26.2;15
ENSG00000253279;LINC02209;8p12;8
ENSG00000204650;LINC02210;17q21.31;17
ENSG00000249396;LINC02212;5p15.2;5
ENSG00000249160;LINC02213;5p15.2;5
ENSG00000249128;LINC02215;5q23.1;5
ENSG00000248455;LINC02217;5p15.1;5
ENSG00000249662;LINC02218;5p15.1;5
ENSG00000253787;LINC02219;5q13.1;5
ENSG00000249584;LINC02225;5q11.2;5
ENSG00000245729;LINC02226;5p15.31;5
ENSG00000276778;LINC02227;5q33.3;5
ENSG00000248995;LINC02231;12q14.3;12
ENSG00000250125;LINC02232;4q13.1;4
ENSG00000248202;LINC02234;5q15;5
ENSG00000254689;LINC02235;8q21.13;8
ENSG00000251365;LINC02236;5p15.31;5
ENSG00000253434;LINC02237;8q23.3;8
ENSG00000248908;LINC02239;5p14.1;5
ENSG00000260192;LINC02240;5q23.2;5
ENSG00000251629;LINC02241;5p14.3;5
ENSG00000249736;LINC02242;5q13.1;5
ENSG00000236091;LINC02243;Xq26.3;X
ENSG00000237638;LINC02245;2p14;2
ENSG00000223729;LINC02247;9q34.2;9
ENSG00000235160;LINC02248;15q12;15
ENSG00000225930;LINC02249;15q13.2;15
ENSG00000258483;LINC02251;15q26.3;15
ENSG00000259485;LINC02253;15q26.2;15
ENSG00000259664;LINC02254;15q26.2;15
ENSG00000289083;LINC02256;15q13.3;15
ENSG00000238042;LINC02257;1q41;1
ENSG00000259783;LINC02259;15q24.1;15
ENSG00000250456;LINC02260;4q12;4
ENSG00000249699;LINC02261;4p15.2;4
ENSG00000224932;LINC02262;4q26;4
ENSG00000228358;LINC02263;4q26;4
ENSG00000229565;LINC02264;4q26;4
ENSG00000249241;LINC02265;4p14;4
ENSG00000272727;LINC02266;4q31.21;4
ENSG00000248174;LINC02268;4q34.1;4
ENSG00000250708;LINC02269;4q34.1;4
ENSG00000251210;LINC02270;4p15.33;4
ENSG00000240152;LINC02271;4q13.1;4
ENSG00000245954;LINC02273;4q31.3;4
ENSG00000258586;LINC02274;14q24.3;14
ENSG00000248319;LINC02275;4q33;4
ENSG00000260792;LINC02280;14q32.33;14
ENSG00000257748;LINC02281;14q12;14
ENSG00000257056;LINC02282;14q12;14
ENSG00000259004;LINC02285;14q32.31;14
ENSG00000258098;LINC02286;14q12;14
ENSG00000258499;LINC02287;14q32.12;14
ENSG00000246548;LINC02288;14q24.3;14
ENSG00000258819;LINC02289;14q24.3;14
ENSG00000258502;LINC02290;14q23.3;14
ENSG00000197176;LINC02291;14q32.2;14
ENSG00000258630;LINC02292;14q32.13;14
ENSG00000257185;LINC02293;14q12;14
ENSG00000257845;LINC02294;14q12;14
ENSG00000257504;LINC02297;14q11.2;14
ENSG00000258979;LINC02299;14q32.2;14
ENSG00000258743;LINC02301;14q31.1;14
ENSG00000258616;LINC02303;14q21.2;14
ENSG00000259110;LINC02304;14q32.2;14
ENSG00000258532;LINC02305;14q31.2;14
ENSG00000258869;LINC02312;14q32.2;14
ENSG00000258474;LINC02313;14q12;14
ENSG00000259082;LINC02314;14q32.31;14
ENSG00000258912;LINC02316;14q31.3;14
ENSG00000258678;LINC02317;14q32.11;14
ENSG00000258390;LINC02318;14q32.13;14
ENSG00000258884;LINC02321;14q32.11;14
ENSG00000258556;LINC02322;14q23.1;14
ENSG00000259230;LINC02323;14q32.31;14
ENSG00000255002;LINC02324;14q23.3;14
ENSG00000246084;LINC02325;14q32.2;14
ENSG00000257523;LINC02326;14q12;14
ENSG00000258038;LINC02327;14q12;14
ENSG00000258733;LINC02328;14q31.3;14
ENSG00000258770;LINC02330;14q31.3;14
ENSG00000235269;LINC02331;14q22.2;14
ENSG00000259054;LINC02332;14q11.2;14
ENSG00000271564;LINC02333;13q14.3;13
ENSG00000215881;LINC02337;13q34;13
ENSG00000277448;LINC02338;13q21.1;13
ENSG00000279797;LINC02339;13q21.2;13
ENSG00000283554;LINC02341;13q14.11;13
ENSG00000271850;LINC02343;13q13.2;13
ENSG00000259225;LINC02345;15q14;15
ENSG00000206187;LINC02346;15q12;15
ENSG00000214043;LINC02347;12q24.32;12
ENSG00000286733;LINC02348;15q26.3;15
ENSG00000259284;LINC02349;15q22.2;15
ENSG00000251329;LINC02353;4p15.1;4
ENSG00000248210;LINC02355;4q31.23;4
ENSG00000257595;LINC02356;12q24.12;12
ENSG00000283314;LINC02357;4p15.2;4
ENSG00000284848;LINC02359;12q24.32;12
ENSG00000248300;LINC02360;4p15.33;4
ENSG00000256576;LINC02361;12q24.33;12
ENSG00000180712;LINC02363;4q35.1;4
ENSG00000254233;LINC02365;4q35.1;4
ENSG00000256888;LINC02366;12p13.2;12
ENSG00000260423;LINC02367;12p13.31;12
ENSG00000256659;LINC02368;12q24.32;12
ENSG00000256551;LINC02369;12q24.32;12
ENSG00000274659;LINC02371;12p13.33;12
ENSG00000249873;LINC02372;12q24.32;12
ENSG00000256362;LINC02375;12q24.32;12
ENSG00000251649;LINC02379;4q28.1;4
ENSG00000248505;LINC02380;4q12;4
ENSG00000250742;LINC02381;12q13.13;12
ENSG00000250968;LINC02382;4q33;4
ENSG00000248143;LINC02383;4p13;4
ENSG00000256232;LINC02387;12p11.21;12
ENSG00000257259;LINC02388;12q14.1;12
ENSG00000255693;LINC02389;12q14.3;12
ENSG00000258183;LINC02392;12q21.33;12
ENSG00000256597;LINC02393;12q24.32;12
ENSG00000257771;LINC02395;12q13.12;12
ENSG00000258135;LINC02396;12q13.12;12
ENSG00000256287;LINC02398;12p12.2;12
ENSG00000257725;LINC02399;12q21.33;12
ENSG00000257784;LINC02400;12q12;12
ENSG00000257762;LINC02401;12q23.3;12
ENSG00000257510;LINC02402;12q12;12
ENSG00000257541;LINC02403;12q14.1;12
ENSG00000257893;LINC02404;12q21.33;12
ENSG00000249345;LINC02405;12q24.32;12
ENSG00000258144;LINC02406;12q12;12
ENSG00000203585;LINC02408;12q15;12
ENSG00000258292;LINC02410;12q23.1;12
ENSG00000256022;LINC02411;12q24.32;12
ENSG00000248703;LINC02415;12q24.33;12
ENSG00000214039;LINC02418;12q24.33;12
ENSG00000256172;LINC02420;12q15;12
ENSG00000255970;LINC02421;12q15;12
ENSG00000255760;LINC02422;12p11.21;12
ENSG00000256750;LINC02423;12q24.23;12
ENSG00000258220;LINC02424;12q21.2;12
ENSG00000256259;LINC02425;12q14.3;12
ENSG00000257747;LINC02426;12q21.31;12
ENSG00000251266;LINC02429;4q13.1;4
ENSG00000250252;LINC02430;4q31.23;4
ENSG00000248872;LINC02431;4q34.1;4
ENSG00000248810;LINC02432;4q31.21;4
ENSG00000234111;LINC02433;4q32.1;4
ENSG00000250754;LINC02436;4q35.1;4
ENSG00000255814;LINC02439;12q24.23;12
ENSG00000256643;LINC02441;12q24.32;12
ENSG00000256115;LINC02443;12p13.32;12
ENSG00000258123;LINC02444;12q21.1;12
ENSG00000256039;LINC02446;12p13.2;12
ENSG00000215241;LINC02449;12p13.31;12
ENSG00000257114;LINC02450;12q12;12
ENSG00000257164;LINC02451;12q12;12
ENSG00000245017;LINC02453;12q23.1;12
ENSG00000246363;LINC02458;12q21.33;12
ENSG00000257476;LINC02459;12q24.21;12
ENSG00000258331;LINC02461;12q12;12
ENSG00000249618;LINC02465;4q28.2;4
ENSG00000246876;LINC02466;4q28.2;4
ENSG00000225231;LINC02470;12p13.31;12
ENSG00000248338;LINC02472;4p15.1;4
ENSG00000261121;LINC02473;4p15.2;4
ENSG00000251350;LINC02475;4p13;4
ENSG00000225546;LINC02476;7q31.31;7
ENSG00000285373;LINC02478;2q24.2;2
ENSG00000251040;LINC02480;4q12;4
ENSG00000246526;LINC02481;4p16.1;4
ENSG00000251580;LINC02482;4p16.1;4
ENSG00000251383;LINC02483;4q21.1;4
ENSG00000203688;LINC02487;6q27;6
ENSG00000249362;LINC02488;5q14.3;5
ENSG00000255007;LINC02489;11p11.2;11
ENSG00000259237;LINC02490;15q21.3;15
ENSG00000250590;LINC02492;4q35.2;4
ENSG00000250819;LINC02493;4p15.32;4
ENSG00000250340;LINC02494;4q13.1;4
ENSG00000249066;LINC02496;4q13.1;4
ENSG00000283083;LINC02498;4p16.1;4
ENSG00000250436;LINC02499;4q13.3;4
ENSG00000249882;LINC02501;4p15.1;4
ENSG00000250392;LINC02502;4q27;4
ENSG00000248339;LINC02504;4q34.1;4
ENSG00000251619;LINC02508;4q35.2;4
ENSG00000250263;LINC02509;4q34.3;4
ENSG00000248869;LINC02511;4q28.3;4
ENSG00000248227;LINC02513;4p14;4
ENSG00000250042;LINC02514;4q35.2;4
ENSG00000250620;LINC02515;4q35.2;4
ENSG00000261083;LINC02516;4q28.1;4
ENSG00000249145;LINC02517;4p16.1;4
ENSG00000232316;LINC02518;6q21;6
ENSG00000224506;LINC02523;6q22.31;6
ENSG00000233534;LINC02524;6q23.3;6
ENSG00000230269;LINC02525;6p25.2;6
ENSG00000229654;LINC02526;6q21;6
ENSG00000226004;LINC02528;6q23.3;6
ENSG00000234777;LINC02529;6q25.3;6
ENSG00000234015;LINC02530;6p24.1;6
ENSG00000235142;LINC02532;6q21;6
ENSG00000228777;LINC02534;6q22.1;6
ENSG00000234155;LINC02535;6q14.3;6
ENSG00000283215;LINC02537;6p21.1;6
ENSG00000272549;LINC02538;6q27;6
ENSG00000234956;LINC02539;6q23.3;6
ENSG00000236635;LINC02540;6q14.1;6
ENSG00000230943;LINC02541;6q21;6
ENSG00000261039;LINC02544;6q27;6
ENSG00000254930;LINC02545;11p15.2;11
ENSG00000255117;LINC02546;11p14.1;11
ENSG00000254486;LINC02547;11p15.3;11
ENSG00000255411;LINC02548;11p15.3-p15.2;11
ENSG00000226497;LINC02549;6q12;6
ENSG00000271584;LINC02550;11q23.1;11
ENSG00000256422;LINC02552;11q22.3;11
ENSG00000226741;LINC02554;22q12.1;22
ENSG00000236611;LINC02556;22q11.23;22
ENSG00000268307;LINC02560;19q13.43;19
ENSG00000224034;LINC02561;10p15.1;10
ENSG00000263520;LINC02563;17q24.1;17
ENSG00000267726;LINC02565;18q21.31;18
ENSG00000237552;LINC02567;1p31.1;1
ENSG00000237923;LINC02570;6p21.33;6
ENSG00000256166;LINC02571;6p21.33;6
ENSG00000229536;LINC02572;2q21.1;2
ENSG00000233975;LINC02574;1p35.3;1
ENSG00000228742;LINC02577;7q22.3;7
ENSG00000233694;LINC02579;2p14;2
ENSG00000261780;LINC02582;18q22.3;18
ENSG00000187600;LINC02583;2p21;2
ENSG00000228350;LINC02585;3p21.31;3
ENSG00000229108;LINC02587;7p21.2;7
ENSG00000223764;LINC02593;1p36.33;1
ENSG00000233431;LINC02596;1p36.12;1
ENSG00000223714;LINC02601;Xp11.4;X
ENSG00000230262;LINC02603;9q22.32;9
ENSG00000284693;LINC02606;1p36.22;1
ENSG00000228971;LINC02607;1p21.3;1
ENSG00000226251;LINC02608;1q32.3;1
ENSG00000233593;LINC02609;1p22.2;1
ENSG00000186235;LINC02610;2q37.3;2
ENSG00000226791;LINC02611;2q11.2;2
ENSG00000224048;LINC02612;2q23.3;2
ENSG00000231367;LINC02613;2p22.1;2
ENSG00000241288;LINC02614;3q21.2;3
ENSG00000251432;LINC02615;4q28.2;4
ENSG00000261761;LINC02616;4p14;4
ENSG00000256288;LINC02617;12p13.2;12
ENSG00000249382;LINC02619;4q13.1;4
ENSG00000225768;LINC02620;10q25.1;10
ENSG00000259267;LINC02622;10q22.1;10
ENSG00000234944;LINC02623;10q11.21;10
ENSG00000229775;LINC02624;10q25.1;10
ENSG00000236799;LINC02626;10q25.3;10
ENSG00000237772;LINC02631;2q22.1;2
ENSG00000230573;LINC02639;10p15.1;10
ENSG00000286344;LINC02641;10q26.13;10
ENSG00000230109;LINC02643;10p12.31;10
ENSG00000230720;LINC02644;10p11.23;10
ENSG00000223993;LINC02647;10q23.1;10
ENSG00000215244;LINC02649;10p15.1;10
ENSG00000233945;LINC02650;10q23.1;10
ENSG00000237128;LINC02652;10p12.1;10
ENSG00000236373;LINC02653;10q23.31;10
ENSG00000226140;LINC02654;10p13;10
ENSG00000231082;LINC02655;10q23.1;10
ENSG00000234973;LINC02658;10q11.21;10
ENSG00000226005;LINC02660;10p15.1;10
ENSG00000231326;LINC02662;10p15.3;10
ENSG00000223581;LINC02665;10p14;10
ENSG00000224190;LINC02667;10q26.3;10
ENSG00000226762;LINC02668;10p15.2;10
ENSG00000233321;LINC02669;10p15.2;10
ENSG00000224788;LINC02670;10p14;10
ENSG00000224714;LINC02671;10q21.3;10
ENSG00000234752;LINC02676;10p14;10
ENSG00000242147;LINC02677;10p15.1;10
ENSG00000226676;LINC02679;10q22.3;10
ENSG00000229649;LINC02681;10q24.32;10
ENSG00000254661;LINC02682;11p15.2;11
ENSG00000254438;LINC02683;11p15.2;11
ENSG00000255512;LINC02684;11q25;11
ENSG00000254654;LINC02685;11p11.2;11
ENSG00000254594;LINC02686;11p14.3;11
ENSG00000255267;LINC02687;11p11.2;11
ENSG00000254872;LINC02688;11p15.5;11
ENSG00000258913;LINC02691;14q32.33;14
ENSG00000212719;LINC02693;17p11.2;17
ENSG00000175779;LINC02694;15q14;15
ENSG00000254427;LINC02696;11p11.2;11
ENSG00000250508;LINC02701;11q13.3;11
ENSG00000237937;LINC02702;11q23.3;11
ENSG00000255344;LINC02706;11q25;11
ENSG00000245522;LINC02709;11p15.4;11
ENSG00000255269;LINC02710;11p11.2;11
ENSG00000255183;LINC02711;11q14.2;11
ENSG00000273409;LINC02712;11q24.2;11
ENSG00000255502;LINC02713;11q22.1;11
ENSG00000251226;LINC02714;11q25;11
ENSG00000285735;LINC02717;11q25;11
ENSG00000254580;LINC02719;11q22.3;11
ENSG00000255178;LINC02720;11q14.1;11
ENSG00000255133;LINC02721;11p13;11
ENSG00000231680;LINC02723;11q13.1;11
ENSG00000181908;LINC02724;11q13.1;11
ENSG00000254823;LINC02727;11q24.1;11
ENSG00000251323;LINC02728;11q14.1;11
ENSG00000255335;LINC02729;11p15.1;11
ENSG00000204241;LINC02731;11q25;11
ENSG00000255553;LINC02733;11q12.3;11
ENSG00000255382;LINC02734;11q14.1;11
ENSG00000255433;LINC02735;11q12.1;11
ENSG00000256684;LINC02737;11q21;11
ENSG00000255388;LINC02741;11p12;11
ENSG00000249867;LINC02742;11p14.1;11
ENSG00000255258;LINC02743;11q25;11
ENSG00000254863;LINC02744;11q23.3;11
ENSG00000282916;LINC02746;11q14.3;11
ENSG00000255774;LINC02747;11q13.3;11
ENSG00000254480;LINC02749;11p15.4;11
ENSG00000254946;LINC02751;11p15.2;11
ENSG00000248844;LINC02753;11q13.3;11
ENSG00000255175;LINC02759;11p12;11
ENSG00000254516;LINC02760;11p12;11
ENSG00000255362;LINC02761;11q13.5;11
ENSG00000250303;LINC02762;11q23.1;11
ENSG00000254968;LINC02763;11q23.1;11
ENSG00000255484;LINC02764;11q23.1;11
ENSG00000224535;LINC02771;1q32.3;1
ENSG00000226828;LINC02774;1q44;1
ENSG00000232453;LINC02777;1p32.1;1
ENSG00000284668;LINC02780;1p36.32;1
ENSG00000284674;LINC02781;1p36.32;1
ENSG00000204362;LINC02783;1p36.13;1
ENSG00000231718;LINC02789;1q32.1;1
ENSG00000237435;LINC02790;1p21.3;1
ENSG00000285823;LINC02793;1p36.11;1
ENSG00000227082;LINC02798;1p11.2;1
ENSG00000230023;LINC02800;1p36.11;1
ENSG00000284240;LINC02801;1p22.3;1
ENSG00000232527;LINC02802;1q21.1;1
ENSG00000227740;LINC02803;1q25.1;1
ENSG00000232265;LINC02805;1q21.2;1
ENSG00000284696;LINC02808;1p32.3;1
ENSG00000276255;LINC02809;1q42.13;1
ENSG00000236648;LINC02810;1p36.13;1
ENSG00000234754;LINC02817;1q41;1
ENSG00000286021;LINC02822;12q21.33;12
ENSG00000258100;LINC02823;12q21.33;12
ENSG00000255998;LINC02824;12q24.32;12
ENSG00000224164;LINC02828;6p22.3;6
ENSG00000229274;LINC02829;6p22.1;6
ENSG00000224899;LINC02830;7q31.33;7
ENSG00000224173;LINC02831;2p14;2
ENSG00000258742;LINC02833;14q32.12;14
ENSG00000285686;LINC02834;9q21.33;9
ENSG00000285711;LINC02835;4q13.1;4
ENSG00000264464;LINC02837;18q21.1;18
ENSG00000254123;LINC02839;8q21.13;8
ENSG00000224893;LINC02840;6q25.2;6
ENSG00000267407;LINC02841;19q12;19
ENSG00000228189;LINC02843;9q22.1;9
ENSG00000253679;LINC02844;8q22.3;8
ENSG00000253644;LINC02845;8q22.3;8
ENSG00000285768;LINC02849;8q21.2;8
ENSG00000236436;LINC02850;2p24.1;2
ENSG00000229611;LINC02851;9p24.1;9
ENSG00000285866;LINC02852;15q26.2;15
ENSG00000259245;LINC02853;15q14;15
ENSG00000238131;LINC02854;7p11.2;7
ENSG00000254209;LINC02855;8q24.13;8
ENSG00000285594;LINC02856;18p11.22;18
ENSG00000230852;LINC02857;6q14.2;6
ENSG00000285869;LINC02858;16p12.3;16
ENSG00000222004;LINC02860;7p15.2;7
ENSG00000262185;LINC02861;16p13.3;16
ENSG00000237571;LINC02862;2q35;2
ENSG00000263711;LINC02864;18q22.3;18
ENSG00000203864;LINC02868;1p13.1;1
ENSG00000228208;LINC02869;1q41;1
ENSG00000204446;LINC02872;9q21.33;9
ENSG00000175728;LINC02873;11q24.3;11
ENSG00000187013;LINC02875;17q23.2;17
ENSG00000227011;LINC02876;17q22;17
ENSG00000237787;LINC02877;3q25.2;3
ENSG00000175967;LINC02880;6q21;6
ENSG00000277288;LINC02881;10q11.21;10
ENSG00000251138;LINC02882;12q21.1;12
ENSG00000231246;LINC02884;1p13.2;1
ENSG00000236039;LINC02889;7p21.1;7
ENSG00000249923;LINC02891;22q11.21;22
ENSG00000269994;LINC02893;9q21.33;9
ENSG00000261437;LINC02894;8q22.1;8
ENSG00000221953;LINC02897;1q44;1
ENSG00000205086;LINC02898;2p21;2
ENSG00000248874;LINC02899;5p14.2;5
ENSG00000249647;LINC02900;5q31.1;5
ENSG00000203711;LINC02901;6q25.3;6
ENSG00000221845;LINC02902;7p12.3;7
ENSG00000205174;LINC02903;7q31.1;7
ENSG00000177335;LINC02904;8q24.3;8
ENSG00000279847;LINC02906;8q22.1;8
ENSG00000178243;LINC02907;9q34.3;9
ENSG00000180539;LINC02908;9q34.3;9
ENSG00000226397;LINC02909;12p12.1;12
ENSG00000176659;LINC02910;20q13.33;20
ENSG00000280055;LINC02912;8q24.21;8
ENSG00000176605;LINC02914;14q32.2;14
ENSG00000175746;LINC02915;15q14;15
ENSG00000274461;LINC02930;10q26.12;10
ENSG00000237422;LINC02937;9q22.2;9
ENSG00000236013;LINC02941;6q24.1;6
ENSG00000238276;LINC02944;10q26.11;10
ENSG00000253140;LINC02947;8q11.21;8
ENSG00000255980;LINC02953;11q13.3;11
ENSG00000260454;LINC02957;9q22.2;9
ENSG00000279261;LINC02961;1q42.3;1
ENSG00000214870;LINC02981;7p15.2;7
ENSG00000215246;LINC02982;5p15.33;5
ENSG00000234432;LINC02983;7p22.1;7
ENSG00000237807;LINC02984;8q11.23;8
ENSG00000256546;LINC02985;12q24.31;12
ENSG00000267575;LINC02987;19q11;19
ENSG00000196758;LINC02991;2q37.3;2
ENSG00000250546;LINC02994;4q21.23;4
ENSG00000253955;LINC02995;5q35.2;5
ENSG00000249364;LINC02997;5q13.1;5
ENSG00000250564;LINC02999;5q31.1;5
ENSG00000232310;LINC03002;6q23.2;6
ENSG00000197171;LINC03003;6p22.1;6
ENSG00000230533;LINC03004;6q23.3;6
ENSG00000272693;LINC03006;7q11.21;7
ENSG00000223561;LINC03007;7p15.2;7
ENSG00000229196;LINC03008;7q32.2;7
ENSG00000205485;LINC03009;7q11.23;7
ENSG00000237310;LINC03011;7q11.21;7
ENSG00000226770;LINC03012;7q31.33;7
ENSG00000227544;LINC03013;7p14.2;7
ENSG00000240859;LINC03014;7p22.3;7
ENSG00000230825;LINC03016;7p21.3;7
ENSG00000235139;LINC03017;7q21.11;7
ENSG00000254139;LINC03018;8q12.1;8
ENSG00000254813;LINC03019;8p23.1-p22;8
ENSG00000253967;LINC03020;8q13.3;8
ENSG00000254319;LINC03021;8p23.2;8
ENSG00000277526;ENSG00000277526;8p23.2;8
ENSG00000253641;LINC03022;8p23.1;8
ENSG00000253147;LINC03023;8p21.3;8
ENSG00000289906;LINC03024;8q24.22;8
ENSG00000234394;LINC03025;9p11.2;9
ENSG00000276462;ENSG00000276462;9p11.2;9
ENSG00000287750;LINC03026;9q22.1;9
ENSG00000254584;LINC03031;11p13;11
ENSG00000232774;LINC03033;14q23.1-q23.2;14
ENSG00000259772;LINC03034;15q13.3;15
ENSG00000181577;LINC03040;6p21.1;6
ENSG00000205549;LINC03041;9p22.3;9
ENSG00000196166;LINC03042;8p11.22;8
ENSG00000275356;LINC03043;7q31.33;7
ENSG00000253633;LINC03047;8q22.3;8
ENSG00000262223;LINC03048;17q25.3;17
ENSG00000287148;LINCADL;5q23.1;5
ENSG00000169783;LINGO1;15q24.3;15
ENSG00000259666;LINGO1-AS1;15q24.3;15
ENSG00000259281;LINGO1-AS2;15q24.3;15
ENSG00000174482;LINGO2;9p21.2-p21.1;9
ENSG00000220008;LINGO3;19p13.3;19
ENSG00000213171;LINGO4;1q21.3;1
ENSG00000140471;LINS1;15q26.3;15
ENSG00000107798;LIPA;10q23.31;10
ENSG00000166035;LIPC;15q21.3;15
ENSG00000259293;LIPC-AS1;15q21.3;15
ENSG00000079435;LIPE;19q13.2;19
ENSG00000213904;LIPE-AS1;19q13.2;19
ENSG00000182333;LIPF;10q23.31;10
ENSG00000101670;LIPG;18q21.1;18
ENSG00000163898;LIPH;3q27.2;3
ENSG00000188992;LIPI;21q11.2;21
ENSG00000204022;LIPJ;10q23.31;10
ENSG00000204021;LIPK;10q23.31;10
ENSG00000173239;LIPM;10q23.31;10
ENSG00000204020;LIPN;10q23.31;10
ENSG00000144182;LIPT1;2q11.2;2
ENSG00000175536;LIPT2;11q13.4;11
ENSG00000254837;LIPT2-AS1;11q13.4;11
ENSG00000189067;LITAF;16p13.13;16
ENSG00000283516;LITAFD;16p13.2;16
ENSG00000145721;LIX1;5q15;5
ENSG00000271601;LIX1L;1q21.1;1
ENSG00000234222;LIX1L-AS1;1q21.1;1
ENSG00000171695;LKAAEAR1;20q13.33;20
ENSG00000215403;LL22NC01-81G9.3;22q12.3;22
ENSG00000220891;LL22NC03-63E9.3;22q11.22;22
ENSG00000165131;LLCFC1;7q34;7
ENSG00000131899;LLGL1;17p11.2;17
ENSG00000073350;LLGL2;17q25.1;17
ENSG00000139233;LLPH;12q14.3;12
ENSG00000239335;LLPH-DT;12q14.3;12
ENSG00000270793;LLPHP1;20p11.23;20
ENSG00000074695;LMAN1;18q21.32;18
ENSG00000140506;LMAN1L;15q24.1;15
ENSG00000169223;LMAN2;5q35.3;5
ENSG00000114988;LMAN2L;2q11.2;2
ENSG00000105983;LMBR1;7q36.3;7
ENSG00000139636;LMBR1L;12q13.12;12
